snapshot_date,split_id,protocol,seed,subject,partition,ch,mean_contact,rank_mean_contact,dead_flag
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,40,0.00375361,110,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,41,0.06439324,71,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,42,0.20575134,49,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,43,0.29766407,34,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,44,0.00123719,116,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,45,0.00114256,117,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,46,0.01330413,100,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,47,0.05018137,76,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,48,0.00281433,114,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,49,0.01615351,95,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,5,0.01179006,101,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,50,0.34992728,30,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,51,0.05858933,72,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,52,0.14052046,53,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,53,0.26716201,40,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,54,0.34950320,31,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,55,0.43113642,21,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,56,0.00000000,121,1
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,57,0.29371769,35,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,58,0.00000000,123,1
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,59,0.28590204,36,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,6,0.05013581,77,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,60,0.40222203,25,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,61,0.45641286,18,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,62,0.44100938,20,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,63,0.35009551,29,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,64,0.00047314,119,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,65,0.30650662,33,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,66,0.43095768,22,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,67,0.48815561,14,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,68,0.56340314,0,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,69,0.46979409,15,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,7,0.03207220,86,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,70,0.37175151,28,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,71,0.25648997,41,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,72,0.02362569,91,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,73,0.22496802,46,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,74,0.33454482,32,0
2026-06-26,P2K_subj1_seed0_k1,P2K,0,subj1,test,75,0.46027512,16,0
